donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2021,Club des petits déjeuners du Canada - Breakfast Club of Canada,BOUCHERVILLE,QC,"40,000",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,SIMON CHANG FOUNDATION FOR CHANGE,MONTREAL,QC,"20,000",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,INDIGO LOVE OF READING FOUNDATION/FONDATION INDIGO POUR L'AMOUR DE LA LECTURE,TORONTO,ON,"16,162",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,TD FRIENDS OF THE ENVIRONMENT FOUNDATION,TORONTO,ON,"3,750",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,Hylcan Foundation / La Fondation Hylcan,WESTMOUNT,QC,"1,000",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,Hylcan Foundation / La Fondation Hylcan,WESTMOUNT,QC,"1,000",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,587,0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2021,WORLD WILDLIFE FUND CANADA FONDS MONDIAL POUR LA NATURE CAN ADA,TORONTO,ON,500,0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2020,SIMON CHANG FOUNDATION FOR CHANGE,MONTREAL,QC,"12,500",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
2020,INDIGO LOVE OF READING FOUNDATION/FONDATION INDIGO POUR L'AMOUR DE LA LECTURE,TORONTO,ON,"9,770",0,https://www.charitydata.ca/charity/english-montreal-school-boardcommission-scolaire-english-montreal/142423896RR0001/,English-Montreal School Board/Commission Scolaire English-Montreal,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142423896RR0001,n/a,CA,Quebec,MONTREAL,7
