donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2021,Charitable Gift Funds Canada Foundation / Fonds de Bienfaisance Canada,KINGSTON,ON,"550,000",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,OPEN BIBLE CHAPEL FOUNDATION,VANCOUVER,BC,"37,500",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,THE CHARIS FOUNDATION,OAKVILLE,ON,"35,000",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,ABUNDANCE CANADA,WINNIPEG,MB,"20,000",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,CHIMP: Charitable Impact Foundation (Canada),VANCOUVER,BC,"3,141",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,CLASSROOMS FOR AFRICA ASSOCIATION,SURREY,BC,"2,500",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,FOURSQUARE GOSPEL CHURCH OF CANADA,COQUITLAM,BC,"1,500",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,CANADAHELPS CANADON,TORONTO,ON,"1,054",0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,ALLY GLOBAL FOUNDATION,VANCOUVER,BC,172,0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,100,0,https://www.charitydata.ca/charity/kurumbuka-leadership-solutions-foundation/721116713RR0001/,KURUMBUKA LEADERSHIP SOLUTIONS FOUNDATION,Advancement of Education,Teaching Institutions / Other,Charitable Organization,721116713RR0001,n/a,CA,British Columbia,LANGLEY,2
