donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2021,FONDATION FRANCO-ALBERTAINE,EDMONTON,AB,"3,644",0,https://www.charitydata.ca/charity/east-central-francophone-education-region-3/139330526RR0001/,EAST CENTRAL FRANCOPHONE EDUCATION REGION #3,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,139330526RR0001,WWW.CENTREEST.CA,CA,Alberta,ST-PAUL,6
2020,FONDATION FRANCO-ALBERTAINE,EDMONTON,AB,"3,184",0,https://www.charitydata.ca/charity/east-central-francophone-education-region-3/139330526RR0001/,EAST CENTRAL FRANCOPHONE EDUCATION REGION #3,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,139330526RR0001,WWW.CENTREEST.CA,CA,Alberta,ST-PAUL,6
2020,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,971,0,https://www.charitydata.ca/charity/east-central-francophone-education-region-3/139330526RR0001/,EAST CENTRAL FRANCOPHONE EDUCATION REGION #3,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,139330526RR0001,WWW.CENTREEST.CA,CA,Alberta,ST-PAUL,6
2018,FONDATION FRANCO-ALBERTAINE,EDMONTON,AB,"4,744",0,https://www.charitydata.ca/charity/east-central-francophone-education-region-3/139330526RR0001/,EAST CENTRAL FRANCOPHONE EDUCATION REGION #3,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,139330526RR0001,WWW.CENTREEST.CA,CA,Alberta,ST-PAUL,6
2018,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,971,0,https://www.charitydata.ca/charity/east-central-francophone-education-region-3/139330526RR0001/,EAST CENTRAL FRANCOPHONE EDUCATION REGION #3,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,139330526RR0001,WWW.CENTREEST.CA,CA,Alberta,ST-PAUL,6
2021,FRED AND EDITH GREENE FOUNDATION,HALIFAX,NS,"2,000",0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2021,UNITED WAY OF GREATER TORONTO,TORONTO,ON,750,0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2021,CANADAHELPS CANADON,TORONTO,ON,240,0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2020,FRED AND EDITH GREENE FOUNDATION,HALIFAX,NS,"2,000",0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2020,CANADAHELPS CANADON,TORONTO,ON,737,0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2019,FRED AND EDITH GREENE FOUNDATION,HALIFAX,NS,"2,000",0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2019,UNITED WAY OF HALIFAX REGION,HALIFAX,NS,653,0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2018,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,"3,000",0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2018,CANADAHELPS CANADON,TORONTO,ON,144,0,https://www.charitydata.ca/charity/ecdis-intervention-association/813985322RR0001/,ECDIS INTERVENTION ASSOCIATION,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,813985322RR0001,n/a,CA,Nova Scotia,HALIFAX,6
2021,CANADAHELPS CANADON,TORONTO,ON,"3,389",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2021,FONDATION À CHACUN SON DÉFI,POINTE-AUX-TREMBLES,QC,"3,000",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2021,PayPal Giving Fund Canada,TORONTO,ON,205,0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,23,0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2020,THE J W MCCONNELL FAMILY FOUNDATION/LA FONDATION DE LA FAMILLE J W MCCONNELL,MONTREAL,QC,"4,599",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2020,TD FRIENDS OF THE ENVIRONMENT FOUNDATION,TORONTO,ON,"3,410",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2020,CANADAHELPS CANADON,TORONTO,ON,"2,933",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2020,FONDATION À CHACUN SON DÉFI,POINTE-AUX-TREMBLES,QC,"2,000",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2019,FONDATION À CHACUN SON DÉFI,POINTE-AUX-TREMBLES,QC,"2,000",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2019,CANADAHELPS CANADON,TORONTO,ON,"1,586",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2018,CANADAHELPS CANADON,TORONTO,ON,"2,677",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
2018,OPERATION ENFANT SOLEIL,QUEBEC,QC,"2,305",0,https://www.charitydata.ca/charity/ecole-lucien-guilbault-inc/107584153RR0001/,ÉCOLE LUCIEN-GUILBAULT INC.,Advancement of Education,Teaching Institutions / Schools for students with intellectual disabilities (physical / communicative / mental or social learning difficulties),Charitable Organization,107584153RR0001,n/a,CA,Quebec,MONTREAL,6
