donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2021,THE TROTTIER FAMILY FOUNDATION/LA FONDATION FAMILIALE TROTTIER,MONTREAL,QC,"20,000",0,https://www.charitydata.ca/charity/rond-point-jeunesse-au-travail/119123073RR0001/,ROND-POINT JEUNESSE AU TRAVAIL,Advancement of Education,Educational organizations not elsewhere categorized / Other,Charitable Organization,119123073RR0001,n/a,CA,Quebec,MONTREAL-NORD,5
2021,CENTRAIDE DU GRAND MONTREAL/CENTRAIDE OF GREATER MONTREAL,MONTREAL,QC,"20,000",0,https://www.charitydata.ca/charity/rond-point-jeunesse-au-travail/119123073RR0001/,ROND-POINT JEUNESSE AU TRAVAIL,Advancement of Education,Educational organizations not elsewhere categorized / Other,Charitable Organization,119123073RR0001,n/a,CA,Quebec,MONTREAL-NORD,5
2020,THE TROTTIER FAMILY FOUNDATION/LA FONDATION FAMILIALE TROTTIER,MONTREAL,QC,"20,000",0,https://www.charitydata.ca/charity/rond-point-jeunesse-au-travail/119123073RR0001/,ROND-POINT JEUNESSE AU TRAVAIL,Advancement of Education,Educational organizations not elsewhere categorized / Other,Charitable Organization,119123073RR0001,n/a,CA,Quebec,MONTREAL-NORD,5
2019,THE J W MCCONNELL FAMILY FOUNDATION/LA FONDATION DE LA FAMILLE J W MCCONNELL,MONTREAL,QC,"1,500",0,https://www.charitydata.ca/charity/rond-point-jeunesse-au-travail/119123073RR0001/,ROND-POINT JEUNESSE AU TRAVAIL,Advancement of Education,Educational organizations not elsewhere categorized / Other,Charitable Organization,119123073RR0001,n/a,CA,Quebec,MONTREAL-NORD,5
2021,DAYTRIPPERS CHILDREN'S CHARITY,RICHMOND HILL,ON,"40,000",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
2021,NELSON ARTHUR HYLAND FOUNDATION,TORONTO,ON,"35,000",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
2021,CANADAHELPS CANADON,TORONTO,ON,"21,876",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
2021,Trico Charitable Foundation,CALGARY,AB,"15,000",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
2021,Power to Give Foundation,VICTORIA,BC,"10,000",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
2021,"UNITED WAY SERVING SAINT JOHN, KINGS AND CHARLOTTE INC.",SAINT JOHN,NB,"8,336",0,https://www.charitydata.ca/charity/roots-of-empathy/896434818RR0001/,ROOTS OF EMPATHY,Advancement of Education,Teaching Institutions / Other,Charitable Organization,896434818RR0001,WWW.ROOTSOFEMPATHY.ORG,CA,Ontario,NORTH YORK,5
