donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2020,FONDATION DU CLUB DE HOCKEY CANADIEN POUR L'ENFANCE / THE MONTREAL CANADIENS CHILDREN'S FOUNDATION,MONTRÉAL,QC,"2,500",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2020,CANADAHELPS CANADON,TORONTO,ON,31,0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2019,Fondation Lucie et André Chagnon,MONTREAL,QC,"286,376",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2018,Fondation Lucie et André Chagnon,MONTREAL,QC,"116,478",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2018,Fondation du grand défi Pierre Lavoie,BOUCHERVILLE,QC,"5,000",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2018,Valero Energy Foundation of Canada / Fondation énergie Valero du Canada,MONTRÉAL,QC,"5,000",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-pointe-de-lile/142424209RR0001/,Centre de services scolaire de la Pointe-de-L'Île,Advancement of Education,Teaching Institutions / Public district board (all grades),Charitable Organization,142424209RR0001,n/a,CA,Quebec,MONTREAL,7
2021,FONDATION DE L'ECOLE HELENE-BOULLE,SHERBROOKE,QC,"10,834",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2021,CENTRAIDE ESTRIE (CONSEIL RÉGIONAL DE BIEN-ÊTRE DE SHERBROOKE),SHERBROOKE,QC,"5,000",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2021,CANADAHELPS CANADON,TORONTO,ON,128,0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2020,LA FONDATION DE L'ÉCOLE DE LA MAISONNÉE INC.,ROCK FOREST,QC,"90,636",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2020,FONDATION DE L'ECOLE HELENE-BOULLE,SHERBROOKE,QC,"14,815",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2020,CANADAHELPS CANADON,TORONTO,ON,265,0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2019,FONDATION DE L'ECOLE HELENE-BOULLE,SHERBROOKE,QC,"10,022",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
2019,LA FONDATION DE L'ÉCOLE DE LA MAISONNÉE INC.,ROCK FOREST,QC,"5,631",0,https://www.charitydata.ca/charity/centre-de-services-scolaire-de-la-region-de-sherbrooke/142412964RR0001/,Centre de services scolaire de la Région-de-Sherbrooke,Advancement of Education,Teaching Institutions / Public secondary school,Charitable Organization,142412964RR0001,WWW.CSRS.QC.CA,CA,Quebec,SHERBROOKE,7
