donation_year,donor_name,donor_city,donor_province,donation_amount,donation_in_kind,charity_link,charity_name,charity_type,charity_sub_category,charity_description,charity_registration_number,charity_website,charity_country,charity_province,charity_city,charity_employee_range
2021,COMMUNITY FOUNDATIONS OF CANADA,OTTAWA,ON,"27,823",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,THE JOHN C AND SALLY HORSFALL EATON FOUNDATION,TORONTO,ON,"20,000",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,PRINCE EDWARD COUNTY COMMUNITY FOUNDATION,PICTON,ON,"10,634",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,COMMUNITY FOUNDATION OF KAWARTHA LAKES,LINDSAY,ON,"7,425",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,UNITED WAY OF GREATER TORONTO,TORONTO,ON,"1,716",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,CANADAHELPS CANADON,TORONTO,ON,"1,227",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2021,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,100,0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2020,THE JOHN C AND SALLY HORSFALL EATON FOUNDATION,TORONTO,ON,"80,000",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2020,PayPal Giving Fund Canada,TORONTO,ON,"3,900",0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2020,UNITED WAY OF GREATER TORONTO,TORONTO,ON,858,0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2020,CANADAHELPS CANADON,TORONTO,ON,482,0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
2020,Canadian Online Giving Foundation/Fondation canadienne de dons en ligne,CALGARY,AB,27,0,https://www.charitydata.ca/charity/globus-theatre-inc/868029406RR0001/,GLOBUS THEATRE INC.,Advancement of Education,Education in the arts / Theatre / film / drama school / society / company,Charitable Organization,868029406RR0001,WWW.GLOBUSTHEATRE.COM,CA,Ontario,BOBCAYGEON,2
